-1.381617635343459272e+00,-5.997532039886115385e-01,1.184999915272620497e+00,-2.553260614803765094e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.980514629732484764e+02,-3.898395825925974805e+02,0.000000000000000000e+00,0.000000000000000000e+00,-9.504147768367801064e-01,1.250186856731666740e+00,1.199999999999999956e+00,0.000000000000000000e+00,1.200000047683715820e+00
-4.870011210113716515e+00,2.312892115484465272e+00,3.547998658512239167e+00,3.195224124063831671e-03,-8.980514629732484764e+02,-3.898395825925974805e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.543021579270523682e+11,1.116516922309769287e+11,7.095997317024478335e+00,6.390448248127663343e-03,-8.892499208666715393e-01,1.250205909959076100e+00,3.600000000000000089e+00,1.200000000000000025e-02,3.599999904632568359e+00
-2.930926203652945539e+00,1.650902724314560643e+00,4.872938570026876803e+00,2.449705104582090495e-02,2.543021579277619629e+11,1.116516922309775696e+11,7.095997317024478335e+00,6.390448248127663343e-03,-5.868874778229209960e+36,-2.576737082387998169e+36,1.221665879333532305e+23,5.363739886296670562e+22,-5.575009585084437225e-01,1.251099264859462545e+00,4.799999999999999822e+00,2.999999999999999889e-02,4.800000190734863281e+00
-8.249496815008323658e-01,1.899284880044969315e+00,5.140427041509530781e+00,7.673794948318314602e-02,-5.868874778229198154e+36,-2.576737082387992856e+36,1.221665879333532305e+23,5.363739886296670562e+22,7.213876811480310742e+112,3.167261969342744226e+112,-1.501641710092843996e+99,-6.592977402091098717e+98,2.300441308100779902e-02,1.256239812415419488e+00,5.395999999999999908e+00,9.099999999999999756e-02,5.396999835968017578e+00
3.182869553914612570e+00,3.460166147667149250e+00,5.772260829331201215e+00,1.778511165624547252e-01,7.213876811480295363e+112,3.167261969342737818e+112,-1.501641710092843996e+99,-6.592977402091098717e+98,-inf,-inf,inf,inf,6.565607784721928519e-01,1.269339492452702167e+00,5.751000000000000334e+00,2.039999999999999869e-01,5.755000114440917969e+00
3.182869553914612570e+00,3.460166147667149250e+00,5.692298852130824649e+00,1.753873805414897513e-01,nan,nan,nan,nan,nan,nan,nan,nan,6.565607784721928519e-01,1.269339492452702167e+00,5.660999999999999588e+00,2.740000000000000213e-01,5.666999816894531250e+00
2.595472991218632064e+00,-4.184677002937319812e-01,5.672278426079286895e+00,3.648474071408585595e-01,nan,nan,nan,nan,nan,nan,nan,nan,1.839750170664957274e+00,1.328512371246171941e+00,5.483999999999999986e+00,3.469999999999999751e-01,5.494999885559082031e+00
2.595472991218632064e+00,-4.184677002937319812e-01,5.602422609318069568e+00,3.603542014650127912e-01,nan,nan,nan,nan,nan,nan,nan,nan,1.839750170664957274e+00,1.328512371246171941e+00,5.482000000000000206e+00,3.760000000000000009e-01,5.493999958038330078e+00
3.704204798103687413e+00,2.406949520390576414e+00,5.456701730767237635e+00,3.811875209638101447e-01,nan,nan,nan,nan,nan,nan,nan,nan,2.469468950966480225e+00,1.370040178291921151e+00,5.477000000000000313e+00,4.269999999999999907e-01,5.493999958038330078e+00
3.242782592752690984e+00,-4.572481960294667580e-01,5.628454764853054293e+00,5.871771907468286145e-01,nan,nan,nan,nan,nan,nan,nan,nan,3.099611163212518949e+00,1.421779051686496542e+00,5.519000000000000128e+00,6.620000000000000329e-01,5.558000087738037109e+00
2.765512705022306061e+00,1.670254364292835136e+00,5.588321492752943875e+00,8.325646949561926746e-01,nan,nan,nan,nan,nan,nan,nan,nan,3.729337572748002927e+00,1.499633878759775829e+00,5.383000000000000007e+00,8.780000000000000027e-01,5.453999996185302734e+00
2.765512705022306061e+00,1.670254364292835136e+00,5.362810307707864155e+00,7.989673703874919930e-01,nan,nan,nan,nan,nan,nan,nan,nan,3.729337572748002927e+00,1.499633878759775829e+00,5.405999999999999694e+00,1.006999999999999895e+00,5.499000072479248047e+00
3.697301030349233741e+00,-1.641336024296526030e+00,5.466076787182222674e+00,1.352836290613170123e+00,nan,nan,nan,nan,nan,nan,nan,nan,4.968894839548798181e+00,1.739145696030496513e+00,5.376000000000000334e+00,1.294000000000000039e+00,5.530000209808349609e+00
3.697301030349233741e+00,-1.641336024296526030e+00,5.161273234112837116e+00,1.277398399022066311e+00,nan,nan,nan,nan,nan,nan,nan,nan,4.968894839548798181e+00,1.739145696030496513e+00,5.272999999999999687e+00,1.427999999999999936e+00,5.462999820709228516e+00
7.493756532669004322e+00,-6.621966953049349680e-01,5.414813832706980357e+00,1.485938621472023602e+00,nan,nan,nan,nan,nan,nan,nan,nan,5.577258944658687767e+00,1.897435843519245768e+00,5.299999999999999822e+00,1.500999999999999890e+00,5.507999897003173828e+00
6.467660755300976838e+00,2.158849865895033915e+00,5.277251409830914675e+00,1.625761281944073655e+00,nan,nan,nan,nan,nan,nan,nan,nan,6.185872912304793303e+00,2.072096586370034021e+00,5.272999999999999687e+00,1.667000000000000037e+00,5.531000137329101562e+00
