4.900088131189545670e+00,-9.731161436521587604e-02,8.019999787475947661e-01,-1.091251594416169421e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.062555081993466047e+03,-6.081975897825991950e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.466503143311070900e+00,7.301064739709413054e-01,8.000000000000000444e-01,0.000000000000000000e+00,8.000000119209289551e-01
6.326286554290354580e+00,-1.505650133300104221e+00,3.135997958073993175e+00,3.506073509607586340e-03,3.062555081993466047e+03,-6.081975897825991950e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.437638365955228271e+11,1.443468146768966293e+10,0.000000000000000000e+00,0.000000000000000000e+00,4.562957763552656587e+00,7.301429810105819485e-01,3.200000000000000178e+00,3.000000000000000062e-03,3.200000047683715820e+00
3.488770007858733369e+00,-1.918457204359799162e+00,4.176987865126267963e+00,1.008746765408091023e-02,-7.437638365955228271e+11,1.443468146768966293e+10,0.000000000000000000e+00,0.000000000000000000e+00,1.071970032919356863e+37,-2.080438064979295849e+35,0.000000000000000000e+00,0.000000000000000000e+00,4.859416961639407617e+00,7.304230391258236255e-01,4.400000000000000355e+00,1.000000000000000021e-02,4.400000095367431641e+00
2.765175580856279236e+00,7.234625356730191303e-02,5.512548751449693363e+00,2.215794476969530080e-01,1.071970032919356863e+37,-2.080438064979295849e+35,0.000000000000000000e+00,0.000000000000000000e+00,-3.209411499870594585e+112,6.228701965043999690e+110,0.000000000000000000e+00,0.000000000000000000e+00,5.446979522844435984e+00,7.394348210127028587e-01,5.447000000000000064e+00,2.200000000000000011e-01,5.451000213623046875e+00
2.789001226816501422e+00,-1.386574044698642760e+00,5.433943475551493485e+00,5.626947179247570041e-01,-3.209411499870594585e+112,6.228701965043999690e+110,0.000000000000000000e+00,0.000000000000000000e+00,inf,-inf,0.000000000000000000e+00,0.000000000000000000e+00,6.076698303145958491e+00,7.807552656922867040e-01,5.509999999999999787e+00,5.669999999999999485e-01,5.539000034332275391e+00
1.120276975677401765e+01,-4.595613774048798450e-01,5.459432258609701272e+00,8.421266341957865942e-01,nan,nan,nan,nan,nan,nan,nan,nan,6.603225707723135329e+00,8.463976080686000936e-01,5.493999999999999773e+00,7.459999999999999964e-01,5.544000148773193359e+00
1.120276975677401765e+01,-4.595613774048798450e-01,5.407051781576417859e+00,8.340468572643952028e-01,nan,nan,nan,nan,nan,nan,nan,nan,6.603225707723135329e+00,8.463976080686000936e-01,5.357999999999999652e+00,9.859999999999999876e-01,5.447999954223632812e+00
9.102587700091493872e+00,1.245587005969645222e+00,5.554235640258285756e+00,1.083857253431012246e+00,nan,nan,nan,nan,nan,nan,nan,nan,7.223339080661254741e+00,9.536783241819665191e-01,5.378999999999999559e+00,1.167000000000000037e+00,5.505000114440917969e+00
1.098326945354205364e+01,4.125858846220534781e-01,5.460335116015115453e+00,1.242875437321443233e+00,nan,nan,nan,nan,nan,nan,nan,nan,7.841140746834178721e+00,1.082755297085123525e+00,5.397999999999999687e+00,1.320999999999999952e+00,5.558000087738037109e+00
9.066825568937769475e+00,-1.044416428866142554e-01,5.463125454691921234e+00,1.356430378104403145e+00,nan,nan,nan,nan,nan,nan,nan,nan,8.359088898088293362e+00,1.205186008915080098e+00,5.517000000000000348e+00,1.425000000000000044e+00,5.697999954223632812e+00
7.126670599070244805e+00,3.723382294272187920e+00,5.231311857610734251e+00,1.470283106838220499e+00,nan,nan,nan,nan,nan,nan,nan,nan,8.988754272175475180e+00,1.369926273015537710e+00,5.253999999999999559e+00,1.514000000000000012e+00,5.467999935150146484e+00
8.362604976159479619e+00,2.064729749938480907e+00,5.267120309788148269e+00,1.569540565767822748e+00,nan,nan,nan,nan,nan,nan,nan,nan,9.592750549399120530e+00,1.544282078822113213e+00,5.264000000000000234e+00,1.550999999999999934e+00,5.486999988555908203e+00
1.145211362884483819e+01,2.020589529830321585e+00,5.274241212751310748e+00,1.658981156730414463e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.009442710861536163e+01,1.697173296856203661e+00,5.217999999999999972e+00,1.639999999999999902e+00,5.468999862670898438e+00
1.001220434897889255e+01,4.310807049493317500e+00,5.436372195796268514e+00,1.746412833327700920e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.009442710861536163e+01,1.697173296856203661e+00,5.302999999999999936e+00,1.691999999999999948e+00,5.565999984741210938e+00
1.001220434897889255e+01,4.310807049493317500e+00,5.293548788315487919e+00,1.660916511927092110e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.069845962509447546e+01,1.889332830961230503e+00,5.224999999999999645e+00,1.641000000000000014e+00,5.477000236511230469e+00
1.321517682086443024e+01,4.990060924064040337e-01,5.441440135412384471e+00,1.707319254243658602e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.130083465620422167e+01,2.082258641513472508e+00,5.320000000000000284e+00,1.602999999999999980e+00,5.557000160217285156e+00
1.277900427557171170e+01,5.188615261672543610e+00,5.295376278799775349e+00,1.497329847697184357e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.191039848318613714e+01,2.266892373364186586e+00,5.360999999999999766e+00,1.463000000000000078e+00,5.557000160217285156e+00
