3.978289425326764661e+00,-3.777046551680747211e+00,5.311800552027433397e+00,-4.600812462893914823e-02,8.661276660859584808e-03,5.419178027659654617e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.999040955014941279e+00,-1.897918914028633885e+00,3.319875345017146095e+00,-2.875507789308696938e-02,7.229660683858000342e-03,4.515981689716379310e-02,4.952555656502631187e+00,-2.715858927005562862e+00,5.200000000000000178e+00,-4.700000000000000011e-02,5.199999809265136719e+00
4.919889152063882776e+00,-2.946162644528532049e+00,5.810982057338406115e+00,1.438825636162320565e-02,-2.476040506735444069e-03,1.911535691469907761e-01,2.331028489516655977e+00,-1.900794421817942670e+00,3.319875345017146095e+00,-2.875507789308696938e-02,1.174564237357438035e-02,4.515981689716379310e-02,3.202582815071728817e+00,-2.252136516809788880e+00,4.277993311294554069e+00,-1.216148779512151931e-02,5.240369022882233364e-03,1.115206133743578687e-01,5.474959373410154484e+00,-2.718626308646812983e+00,5.536999999999999922e+00,1.400000000000000029e-02,5.537000179290771484e+00
4.919889152063882776e+00,-2.946162644528532049e+00,5.360983627496712423e+00,1.327403974436251050e-02,-2.476040506735444069e-03,1.911535691469907761e-01,3.630382146201184490e+00,-2.253352665589301029e+00,4.277993311294554069e+00,-1.216148779512151931e-02,1.639243036031802145e-02,1.115206133743578687e-01,3.957582338083069473e+00,-2.428522888343251473e+00,4.578823954684041908e+00,-5.096063478598176349e-03,1.043020076172197080e-02,1.364059120533056557e-01,5.474959373410154484e+00,-2.718626308646812983e+00,5.493000000000000327e+00,6.500000000000000222e-02,5.493999958038330078e+00
7.774727940421630734e+00,-5.147551631827114171e+00,5.822699923266910105e+00,-2.238219124156031470e-01,3.842062503099441528e-02,-4.950021915137767792e-01,4.415464733551473842e+00,-2.429032494691111488e+00,4.578823954684041908e+00,-5.096063478598176349e-03,2.407079196705253638e-02,1.364059120533056557e-01,5.100727876150357609e+00,-2.980549456826742993e+00,4.849231773941187207e+00,-5.264516107359925451e-02,2.754223782741359317e-02,-1.392935070076153914e-02,6.107649803404020084e+00,-2.713422870170908219e+00,5.618999999999999773e+00,-1.110000000000000014e-01,5.619999885559082031e+00
8.742163181122286630e+00,-6.523230484921109351e+00,5.734764568305646293e+00,-2.204417177334543898e-01,3.842062503099441528e-02,-4.950021915137767792e-01,5.585651053544475886e+00,-2.985813972934102889e+00,4.849231773941187207e+00,-5.264516107359925451e-02,2.614930275733743856e-02,-1.392935070076153914e-02,6.124868328265175244e+00,-3.585612150608513904e+00,5.007362630077698107e+00,-8.260883190571624568e-02,2.855856759179457166e-02,-1.064433585494182766e-01,6.643485068913666858e+00,-2.720088414808008004e+00,5.684999999999999609e+00,-4.630000000000000226e-01,5.703999996185302734e+00
9.960039138565040417e+00,-3.771883811592185776e+00,5.467997111749429706e+00,-5.735967048925000311e-01,1.045184358954429626e-01,-5.123180821537971497e-01,6.625604591272945321e+00,-3.593873033799085626e+00,5.007362630077698107e+00,-8.260883190571624568e-02,1.791423173685274123e-02,-1.064433585494182766e-01,7.116226322233634605e+00,-3.619819687468603941e+00,5.077155733361293777e+00,-1.570009338734107696e-01,3.224322708128739973e-02,-1.719070236468987489e-01,7.296549797039204144e+00,-2.762613977415251831e+00,5.357000000000000206e+00,-7.760000000000000231e-01,5.413000106811523438e+00
8.547689437642569388e+00,-3.932147372135160523e+00,5.325138444275492766e+00,-8.206367482758233356e-01,1.529033333063125610e-01,-4.849150832742452621e-01,7.623941895569764426e+00,-3.635519780855945182e+00,5.077155733361293777e+00,-1.570009338734107696e-01,1.505252471659752553e-02,-1.719070236468987489e-01,7.743448481805716987e+00,-3.673460816134797025e+00,5.109785037428951959e+00,-2.443214357684650451e-01,3.478599922907261305e-02,-2.153803652618079822e-01,7.810244560493102561e+00,-2.826907266144130570e+00,5.427999999999999936e+00,-9.399999999999999467e-01,5.508999824523925781e+00
6.927335620123168169e+00,-5.181334714725052137e+00,5.617944733886764297e+00,-1.196759159120294624e+00,2.098870575428009033e-01,-4.806029684841632843e-01,8.254426985548612095e+00,-3.697892959711643446e+00,5.109785037428951959e+00,-2.443214357684650451e-01,1.324796270289181274e-02,-2.153803652618079822e-01,8.101077015726007247e+00,-3.867039414932183394e+00,5.168873374226371276e+00,-3.550700082512359135e-01,3.808081036909900796e-02,-2.477245851669732657e-01,8.435454368926874835e+00,-2.938319425650738559e+00,5.477999999999999758e+00,-1.284999999999999920e+00,5.626999855041503906e+00
8.255044638963598302e+00,2.751953936074446050e-01,5.436596422849395260e+00,-1.447513219119144212e+00,2.602166831493377686e-01,-4.419337920844554901e-01,8.617964353148645174e+00,-3.902546415757306875e+00,5.168873374226371276e+00,-3.550700082512359135e-01,1.330835185240168000e-02,-2.477245851669732657e-01,8.580039509656995023e+00,-3.472597184301272843e+00,5.196761191791269496e+00,-4.688661760499763798e-01,4.123040213706528206e-02,-2.688342815710474398e-01,8.961421012983318946e+00,-3.061724151561390883e+00,5.464999999999999858e+00,-1.457000000000000073e+00,5.656000137329101562e+00
8.348536729435107162e+00,-6.634432401561401349e+00,5.490998663561218684e+00,-1.713019558897794115e+00,3.024007380008697510e-01,-3.657606467604637146e-01,9.099715628836122505e+00,-3.519483801906270415e+00,5.196761191791269496e+00,-4.688661760499763798e-01,1.434697397996053531e-02,-2.688342815710474398e-01,9.028011715333002840e+00,-3.811742991323274321e+00,5.224519443845038857e+00,-5.862391366959969208e-01,4.386495199503201436e-02,-2.783368663935392173e-01,9.480978965712083095e+00,-3.210050190945331838e+00,5.304999999999999716e+00,-1.695999999999999952e+00,5.568999767303466797e+00
6.558015108492419643e+00,-5.024456973770690560e+00,5.081111055112491393e+00,-1.789435762972142463e+00,3.386103510856628418e-01,-2.232895474880933762e-01,9.550463659717506104e+00,-3.870366904992874169e+00,5.224519443845038857e+00,-5.862391366959969208e-01,1.603126535567809055e-02,-2.783368663935392173e-01,9.287371642205057398e+00,-3.969906706883082670e+00,5.212156651712922972e+00,-6.899629837887680806e-01,4.627463511302707527e-02,-2.734219272055529726e-01,1.008702945714243882e+01,-3.409879202925376163e+00,5.200000000000000178e+00,-1.860000000000000098e+00,5.521999835968017578e+00
