agent_id,generation_number,p_11,p_22,p_33,p_44,q_11,q_22,q_33,q_44,r_11,r_22,r_33,r_44,shift,scale,P,fitness
13,2,0.26124719198482027,0.2595437704208517,0.255344874361183,0.48238319581118455,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.008726856198689906,0.007911622965379169,0.011823768724232034,0.024295573106322813,0.5060551186213245,4.994979892407523,0.3127659388698211,180.144
14,2,0.24271089065842213,0.2647456744488118,0.2536915873118305,0.5037939902271206,0.005,0.012249398335318878,0.005,0.007778299297968349,0.005,0.007410269429287903,0.013889297715210018,0.014641614174555017,0.47810044614711844,4.98514084569777,0.2994581228326326,144.415
15,2,0.24836759405077058,0.2532245282082715,0.2703877148530799,0.4816516315049443,0.009005967958259276,0.008475296594678963,0.008662677939953305,0.0050559856890667765,0.008726856198689906,0.0134032721218033,0.013920370046723455,0.024295573106322813,0.5060551186213245,5.00464613948717,0.3009936805885334,80.548
16,2,0.24836759405077058,0.2595437704208517,0.255344874361183,0.5037939902271206,0.012558474835294306,0.006268422887608597,0.005,0.007778299297968349,0.005,0.007410269429287903,0.013889297715210018,0.014641614174555017,0.5060551186213245,4.993789210029646,0.2994581228326326,771.12
17,2,0.248593799339217,0.2595437704208517,0.255344874361183,0.4843607905045092,0.012558474835294306,0.008475296594678963,0.005,0.011681405041059755,0.02884167610541662,0.017644438679068345,0.026764913414234946,0.005175939997538205,0.5060551186213245,5.00464613948717,0.2842978134479896,267.84
18,2,0.24836759405077058,0.2507790799164563,0.25482500344355374,0.4775499570795293,0.012558474835294306,0.012060645017494147,0.005,0.005,0.005381508663911929,0.009085615729456204,0.012350925168576419,0.024295573106322813,0.5060551186213245,4.999273741735973,0.3180806192685893,252.432
19,2,0.2536141756922479,0.26521656666188614,0.249992081959299,0.500318646667676,0.026593450642994697,0.00988748809100263,0.005,0.011681405041059755,0.006212580399177664,0.023691012743724323,0.005,0.007560498836856052,0.48368316267321776,5.003455906127199,0.30462002192267856,800
20,2,0.24836759405077058,0.2595437704208517,0.2381512884867013,0.5095754500958272,0.006994388428432063,0.008475296594678963,0.008662677939953305,0.005,0.008726856198689906,0.016940930798565734,0.029523072636640155,0.024295573106322813,0.5060551186213245,5.004657487832381,0.2953998018035822,340.2
21,3,0.26124719198482027,0.2595437704208517,0.255344874361183,0.48238319581118455,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.008726856198689906,0.005,0.011823768724232034,0.024295573106322813,0.5060551186213245,4.994979892407523,0.3127659388698211,177.408
22,3,0.24271089065842213,0.2647456744488118,0.255344874361183,0.48238319581118455,0.005,0.008475296594678963,0.014750793162695279,0.016276940467596965,0.005,0.007410269429287903,0.011823768724232034,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3127659388698211,149.04
23,3,0.24550374731782243,0.2507790799164563,0.25482500344355374,0.48061688721010937,0.005,0.012060645017494147,0.005,0.011681405041059755,0.017756432246895527,0.017644438679068345,0.025828958882735627,0.005175939997538205,0.4927369971408766,5.00464613948717,0.2953998018035822,175.32
24,3,0.248593799339217,0.2507790799164563,0.25482500344355374,0.4775499570795293,0.012558474835294306,0.012060645017494147,0.005,0.005162306688037296,0.02884167610541662,0.009085615729456204,0.026764913414234946,0.024295573106322813,0.5060551186213245,5.00464613948717,0.2842978134479896,232.74
25,3,0.248593799339217,0.2490112333907542,0.2703877148530799,0.4843607905045092,0.012558474835294306,0.008475296594678963,0.008662677939953305,0.0050559856890667765,0.008726856198689906,0.0134032721218033,0.026764913414234946,0.024295573106322813,0.5060551186213245,5.00464613948717,0.2842978134479896,929.16
26,3,0.24836759405077058,0.2532245282082715,0.2703877148530799,0.4816516315049443,0.009005967958259276,0.012060645017494147,0.005,0.005,0.005381508663911929,0.0134032721218033,0.012350925168576419,0.024295573106322813,0.5060551186213245,5.00464613948717,0.3018023475205999,454.752
27,3,0.2536141756922479,0.26521656666188614,0.249992081959299,0.500318646667676,0.026593450642994697,0.00988748809100263,0.005,0.011681405041059755,0.006212580399177664,0.021799703928632,0.005,0.007560498836856052,0.48368316267321776,5.003455906127199,0.30462002192267856,170.496
28,3,0.24836759405077058,0.2595437704208517,0.25482500344355374,0.4775499570795293,0.005787975625595689,0.008475296594678963,0.005,0.013027599616156972,0.008726856198689906,0.009085615729456204,0.011823768724232034,0.024295573106322813,0.49156307175589486,4.999273741735973,0.3180806192685893,279.36
29,3,0.24836759405077058,0.2595437704208517,0.255344874361183,0.4816516315049443,0.005787975625595689,0.008475296594678963,0.008662677939953305,0.013027599616156972,0.008726856198689906,0.007911622965379169,0.011823768724232034,0.024295573106322813,0.5139595845214345,5.00464613948717,0.3009936805885334,288.18
30,3,0.24271089065842213,0.2647456744488118,0.2536915873118305,0.5037939902271206,0.016794098661587046,0.012249398335318878,0.005,0.007778299297968349,0.005,0.007410269429287903,0.013889297715210018,0.014641614174555017,0.47810044614711844,4.98514084569777,0.2994581228326326,290.34
31,4,0.24550374731782243,0.2507790799164563,0.2703877148530799,0.48061688721010937,0.012558474835294306,0.008475296594678963,0.008662677939953305,0.0050559856890667765,0.008726856198689906,0.017644438679068345,0.025828958882735627,0.024295573106322813,0.4927369971408766,5.00464613948717,0.30020825805446744,252.864
32,4,0.24271089065842213,0.2647456744488118,0.255344874361183,0.4843607905045092,0.012558474835294306,0.008475296594678963,0.014750793162695279,0.007819461443814565,0.008726856198689906,0.007410269429287903,0.011823768724232034,0.024295573106322813,0.47810044614711844,4.994979892407523,0.2842978134479896,204.192
33,4,0.24836759405077058,0.2595437704208517,0.2536915873118305,0.5037939902271206,0.016794098661587046,0.008475296594678963,0.005,0.013027599616156972,0.00792543229731998,0.007911622965379169,0.011823768724232034,0.014641614174555017,0.47810044614711844,4.98514084569777,0.2994581228326326,276.12
34,4,0.26124719198482027,0.2595437704208517,0.255344874361183,0.5106336733515833,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.008726856198689906,0.005,0.011823768724232034,0.024295573106322813,0.5060551186213245,4.994979892407523,0.3127659388698211,102.874
35,4,0.2536141756922479,0.26521656666188614,0.249992081959299,0.48238319581118455,0.014918571042879386,0.00988748809100263,0.005,0.016276940467596965,0.005,0.021799703928632,0.005,0.007560498836856052,0.48368316267321776,5.003455906127199,0.30462002192267856,263.088
36,4,0.26124719198482027,0.2595437704208517,0.255344874361183,0.48238319581118455,0.026593450642994697,0.00988748809100263,0.005,0.011681405041059755,0.008726856198689906,0.005,0.011823768724232034,0.007560498836856052,0.5026115957261625,4.994979892407523,0.30462002192267856,251.568
37,4,0.2426156841602073,0.2647456744488118,0.25482500344355374,0.48238319581118455,0.005,0.008475296594678963,0.014750793162695279,0.016276940467596965,0.005,0.007410269429287903,0.011823768724232034,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3127659388698211,281.952
38,4,0.2536141756922479,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005,0.005210555931093087,0.005,0.011681405041059755,0.017756432246895527,0.021799703928632,0.025828958882735627,0.007560498836856052,0.4927369971408766,5.003455906127199,0.30462002192267856,255.42
39,4,0.24550374731782243,0.2507790799164563,0.25482500344355374,0.48061688721010937,0.005,0.012060645017494147,0.005,0.007312314573501583,0.017756432246895527,0.017644438679068345,0.025828958882735627,0.005175939997538205,0.4927369971408766,5.00464613948717,0.2953998018035822,590.04
40,4,0.26124719198482027,0.2647456744488118,0.2536915873118305,0.5037939902271206,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.005,0.005,0.013889297715210018,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3127659388698211,200.52
41,5,0.26124719198482027,0.2595437704208517,0.255344874361183,0.5037939902271206,0.026593450642994697,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.008726856198689906,0.005745875350261643,0.013889297715210018,0.024295573106322813,0.5026115957261625,4.994979892407523,0.3127659388698211,134.496
42,5,0.2428763732369211,0.2647456744488118,0.2536915873118305,0.5037939902271206,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.005,0.005,0.013889297715210018,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3127659388698211,258.336
43,5,0.26124719198482027,0.2595437704208517,0.255344874361183,0.5037939902271206,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.005,0.005,0.013889297715210018,0.024295573106322813,0.5060551186213245,4.994979892407523,0.30983077328989295,218.52
44,5,0.26124719198482027,0.2595437704208517,0.2536915873118305,0.4789116118825308,0.026593450642994697,0.008475296594678963,0.005,0.013027599616156972,0.008726856198689906,0.005,0.013889297715210018,0.024295573106322813,0.47810044614711844,4.994979892407523,0.30462002192267856,168.745
45,5,0.26124719198482027,0.2595437704208517,0.2572776609869494,0.5106336733515833,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.008726856198689906,0.005,0.011823768724232034,0.024295573106322813,0.5060551186213245,4.994979892407523,0.3127659388698211,485.1
46,5,0.2536141756922479,0.2647456744488118,0.25482500344355374,0.48238319581118455,0.005,0.005210555931093087,0.005,0.011681405041059755,0.005,0.005,0.025828958882735627,0.024295573106322813,0.4927369971408766,5.003455906127199,0.3127659388698211,139.046
47,5,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.01767091546741991,0.025828958882735627,0.007560498836856052,0.4927369971408766,5.003455906127199,0.3127659388698211,91.976
48,5,0.26124719198482027,0.26521656666188614,0.249992081959299,0.48238319581118455,0.005787975625595689,0.02175382392318303,0.014750793162695279,0.013027599616156972,0.005,0.005,0.005,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3127659388698211,150.336
49,5,0.26124719198482027,0.2595437704208517,0.255344874361183,0.4843607905045092,0.012558474835294306,0.00988748809100263,0.013161743098340225,0.007819461443814565,0.008726856198689906,0.005,0.011823768724232034,0.007560498836856052,0.47810044614711844,4.994979892407523,0.30462002192267856,194.112
50,5,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.5037939902271206,0.005,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.007560498836856052,0.4927369971408766,5.003455906127199,0.30462002192267856,613.08
51,6,0.26124719198482027,0.2595437704208517,0.255344874361183,0.4789116118825308,0.012558474835294306,0.008475296594678963,0.005,0.013027599616156972,0.008726856198689906,0.005,0.011823768724232034,0.007560498836856052,0.47810044614711844,4.984938442800179,0.30462002192267856,151.142
52,6,0.26124719198482027,0.26521656666188614,0.249992081959299,0.48238319581118455,0.005787975625595689,0.01934844987911799,0.014750793162695279,0.013027599616156972,0.005,0.005,0.005,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3127659388698211,137.318
53,6,0.2536141756922479,0.2595437704208517,0.255344874361183,0.48238319581118455,0.005,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.005,0.005745875350261643,0.016396997949684293,0.024295573106322813,0.4927369971408766,5.003455906127199,0.3127659388698211,117.32
54,6,0.26124719198482027,0.2595437704208517,0.255344874361183,0.49665017852477344,0.005787975625595689,0.008475296594678963,0.014750793162695279,0.013027599616156972,0.008726856198689906,0.005,0.013889297715210018,0.007560498836856052,0.47810044614711844,4.994979892407523,0.30983077328989295,2160.0
55,6,0.2619521003087323,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.005,0.011681405041059755,0.017756432246895527,0.01767091546741991,0.025828958882735627,0.024295573106322813,0.4927369971408766,5.003455906127199,0.3127659388698211,170.64
56,6,0.26124719198482027,0.26521656666188614,0.249992081959299,0.48238319581118455,0.005787975625595689,0.02175382392318303,0.014750793162695279,0.013027599616156972,0.005,0.028374938851268988,0.005,0.024295573106322813,0.4927369971408766,4.994979892407523,0.3127659388698211,307.62
57,6,0.2428763732369211,0.2647456744488118,0.25482500344355374,0.5037939902271206,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,131.098
58,6,0.26124719198482027,0.2595437704208517,0.255344874361183,0.5037939902271206,0.026593450642994697,0.008475296594678963,0.013161743098340225,0.007819461443814565,0.008726856198689906,0.005,0.011823768724232034,0.007560498836856052,0.47810044614711844,4.994979892407523,0.3052816544591691,360.288
59,6,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.01767091546741991,0.027641418678954692,0.007560498836856052,0.4927369971408766,5.003455906127199,0.3127659388698211,163.584
60,6,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.005745875350261643,0.013889297715210018,0.024295573106322813,0.4927369971408766,5.003455906127199,0.3127659388698211,227.635
61,7,0.2428763732369211,0.26521656666188614,0.25482500344355374,0.4972559921004796,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,140.544
62,7,0.2428763732369211,0.26521656666188614,0.25482500344355374,0.5007492966455465,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.4927369971408766,5.003455906127199,0.3127659388698211,310.86
63,7,0.26124719198482027,0.2647456744488118,0.25482500344355374,0.5037939902271206,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.005,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3075197341668343,111.329
64,7,0.2619521003087323,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.01934844987911799,0.014750793162695279,0.011681405041059755,0.017756432246895527,0.01767091546741991,0.005,0.024295573106322813,0.4927369971408766,4.993207874671286,0.3127659388698211,694.8
65,7,0.26124719198482027,0.26571391701107033,0.25482500344355374,0.48238319581118455,0.005787975625595689,0.01934844987911799,0.014750793162695279,0.013027599616156972,0.005,0.01767091546741991,0.005,0.007560498836856052,0.47810044614711844,4.994979892407523,0.3127659388698211,379.296
66,7,0.26124719198482027,0.2595437704208517,0.255344874361183,0.4789116118825308,0.026593450642994697,0.008475296594678963,0.013161743098340225,0.007819461443814565,0.008726856198689906,0.005,0.011823768724232034,0.007560498836856052,0.47810044614711844,4.984938442800179,0.31613784898958736,1728.0
67,7,0.26124719198482027,0.2595437704208517,0.255344874361183,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.013027599616156972,0.017756432246895527,0.005,0.027641418678954692,0.007560498836856052,0.47810044614711844,5.003455906127199,0.31720379631254897,562.68
68,7,0.26124719198482027,0.24503497753078798,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.011681405041059755,0.005,0.01767091546741991,0.025828958882735627,0.024295573106322813,0.4927369971408766,4.994979892407523,0.3127659388698211,305.1
69,7,0.2619521003087323,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.01934844987911799,0.01863595407428866,0.011681405041059755,0.005,0.005,0.005,0.024295573106322813,0.4927369971408766,4.994979892407523,0.3127659388698211,1457.82
70,7,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.005,0.027641418678954692,0.024295573106322813,0.4927369971408766,5.003455906127199,0.3127659388698211,168.837
71,8,0.2428763732369211,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.48751108454172504,5.003455906127199,0.3127659388698211,186.278
72,8,0.26124719198482027,0.2595437704208517,0.255344874361183,0.500318646667676,0.005787975625595689,0.005210555931093087,0.005,0.010832467662554853,0.017756432246895527,0.01767091546741991,0.005,0.007560498836856052,0.47810044614711844,5.003455906127199,0.3127659388698211,277.56
73,8,0.26124719198482027,0.26521656666188614,0.255344874361183,0.4972559921004796,0.005787975625595689,0.005210555931093087,0.005,0.013027599616156972,0.017756432246895527,0.005,0.013889297715210018,0.007560498836856052,0.47810044614711844,5.003455906127199,0.3127659388698211,221.04
74,8,0.2502796574761937,0.26521656666188614,0.25482500344355374,0.4972559921004796,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3075197341668343,172.08
75,8,0.26124719198482027,0.2771531180738435,0.25482500344355374,0.5037939902271206,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.01767091546741991,0.005,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3127659388698211,574.74
76,8,0.2428763732369211,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.01934844987911799,0.006991705737859971,0.013027599616156972,0.017756432246895527,0.01767091546741991,0.005,0.024295573106322813,0.4927369971408766,5.003455906127199,0.3127659388698211,165.427
77,8,0.26124719198482027,0.26521656666188614,0.255344874361183,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.005,0.017756432246895527,0.005,0.027641418678954692,0.007560498836856052,0.4927369971408766,5.003455906127199,0.3127659388698211,123.84
78,8,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.5037939902271206,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.009087494491238328,0.021799703928632,0.027641418678954692,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,99.994
79,8,0.2428763732369211,0.27908256954209004,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.005,0.013889297715210018,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,126.288
80,8,0.2428763732369211,0.26521656666188614,0.25482500344355374,0.5037939902271206,0.005787975625595689,0.006832356382447594,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.47810044614711844,4.994979892407523,0.3075197341668343,167.616
81,9,0.26124719198482027,0.26521656666188614,0.2600283106978389,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.005,0.017756432246895527,0.005,0.027641418678954692,0.007560498836856052,0.4927369971408766,5.003455906127199,0.3127659388698211,146.534
82,9,0.26124719198482027,0.26521656666188614,0.255344874361183,0.492018349288281,0.005787975625595689,0.005210555931093087,0.005,0.013027599616156972,0.009087494491238328,0.021799703928632,0.027641418678954692,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,176.026
83,9,0.26124719198482027,0.26521656666188614,0.255344874361183,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.005,0.017756432246895527,0.005,0.027641418678954692,0.01291628119555609,0.4927369971408766,5.003455906127199,0.3127659388698211,389.34
84,9,0.26124719198482027,0.26521656666188614,0.255344874361183,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.005,0.017756432246895527,0.005,0.027641418678954692,0.007560498836856052,0.4927369971408766,4.997582792934563,0.3127659388698211,91.515
85,9,0.26124719198482027,0.26521656666188614,0.2568703021759904,0.5037939902271206,0.005787975625595689,0.005210555931093087,0.005,0.013027599616156972,0.017756432246895527,0.005,0.027641418678954692,0.007560498836856052,0.47810044614711844,5.003455906127199,0.3127659388698211,241.38
86,9,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.5037939902271206,0.010512261331901387,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.009087494491238328,0.021799703928632,0.027641418678954692,0.007560498836856052,0.47810044614711844,5.003455906127199,0.3127659388698211,245.03
87,9,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.5037939902271206,0.005787975625595689,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.48580731993452536,5.003455906127199,0.3127659388698211,258.3
88,9,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.5011567656127851,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.009087494491238328,0.005,0.013889297715210018,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,147.312
89,9,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.4972559921004796,0.005787975625595689,0.007613177056539374,0.005,0.013027599616156972,0.009087494491238328,0.005,0.027641418678954692,0.007560498836856052,0.47810044614711844,5.003455906127199,0.3127659388698211,422.82
90,9,0.2428763732369211,0.26521656666188614,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.005,0.009087494491238328,0.005,0.027641418678954692,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,179.136
91,10,0.26124719198482027,0.26521656666188614,0.2568703021759904,0.5037939902271206,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.02107643556605727,0.027641418678954692,0.007560498836856052,0.48580731993452536,5.003455906127199,0.3127659388698211,138.384
92,10,0.26124719198482027,0.26521656666188614,0.2568703021759904,0.4901628991672184,0.010512261331901387,0.005210555931093087,0.014750793162695279,0.013027599616156972,0.009087494491238328,0.005,0.027641418678954692,0.007560498836856052,0.47810044614711844,5.003455906127199,0.3127659388698211,129.37
93,10,0.26124719198482027,0.2572210831861174,0.255344874361183,0.492018349288281,0.005787975625595689,0.005210555931093087,0.005,0.013027599616156972,0.009087494491238328,0.005,0.027641418678954692,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,309.888
94,10,0.26124719198482027,0.26891888977904516,0.2600283106978389,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.005,0.017756432246895527,0.005,0.027641418678954692,0.01291628119555609,0.4927369971408766,5.003455906127199,0.3127659388698211,247.968
95,10,0.26124719198482027,0.26521656666188614,0.255344874361183,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.005,0.017756432246895527,0.005,0.027641418678954692,0.007560498836856052,0.4927369971408766,4.984123613290797,0.3127659388698211,177.84
96,10,0.26124719198482027,0.2552451565611407,0.25482500344355374,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.005,0.009087494491238328,0.005,0.027641418678954692,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,559.728
97,10,0.26124719198482027,0.26521656666188614,0.2600283106978389,0.492018349288281,0.012558474835294306,0.005210555931093087,0.005,0.005,0.009087494491238328,0.005,0.027641418678954692,0.024295573106322813,0.48586096220591335,5.003455906127199,0.3127659388698211,178.848
98,10,0.26124719198482027,0.26521656666188614,0.25482500344355374,0.5037939902271206,0.005,0.005,0.014750793162695279,0.013027599616156972,0.017756432246895527,0.021799703928632,0.013889297715210018,0.024295573106322813,0.47810044614711844,5.003455906127199,0.3127659388698211,218.736
99,10,0.26124719198482027,0.24988880760422585,0.2600283106978389,0.500318646667676,0.012558474835294306,0.005210555931093087,0.005,0.005,0.017756432246895527,0.005,0.027641418678954692,0.007560498836856052,0.4927369971408766,5.003455906127199,0.3127659388698211,145.843
100,10,0.26124719198482027,0.26521656666188614,0.255344874361183,0.500318646667676,0.005787975625595689,0.005210555931093087,0.014750793162695279,0.005,0.027500285280002257,0.005,0.013889297715210018,0.007560498836856052,0.4927369971408766,5.003455906127199,0.3127659388698211,291.168
