agent_id,generation_number,fitness,p_11,p_22,p_33,p_44,q_11,q_22,q_33,q_44,r_11,r_22,r_33,r_44
1,1,2.3015275518624163,0.37423941294415575,0.4429235777498009,0.4063070940615273,0.40195334952219886,0.663328645504396,0.5388676407956015,0.48406339328700887,0.5303556675418789,0.5006404635008267,0.7144169086921992,0.5899665060777192,0.4466844730795583
2,1,1.935907500408403,0.5130846969200259,0.4225741521206301,0.5477079480122466,0.5210387838980214,0.44416055276551725,0.49597330229402,0.6153960100795225,0.6682181916343349,0.42403326620429604,0.32016442421185715,0.31209130940392554,0.570267991626237
3,1,1.8951334873252013,0.5996990725622402,0.4480236958385302,0.5361744159944082,0.4524313029506956,0.2802396464282165,0.4236754937994694,0.6320458051188466,0.5815351112303673,0.47541313384653006,0.5956014407907538,0.4788832335277757,0.6689824666562165
4,2,1.9412358594515895,0.5963068254472106,0.40539112385788567,0.5555488694740559,0.443536730268584,0.26212328524525275,0.4255381979978241,0.6184434024642039,0.6693556285795694,0.41829221950358497,0.5895062129272496,0.30374897191094163,0.5610338918128179
5,2,2.2676777980048146,0.600851824504162,0.4254871453481735,0.5528563907867563,0.5108136669139203,0.28095109705448895,0.4981421936454961,0.6388898657050076,0.6839285908547393,0.4415378220430357,0.5947749824009974,0.48398876190376683,0.5732003426648266
6,2,2.7856550040124834,0.365983267775336,0.46135690985186767,0.41112438959198855,0.41350807108907484,0.663612861287877,0.5289819615280982,0.6288274041996534,0.5338377068886712,0.48397308125162747,0.7294298670804724,0.46911606643406806,0.661789408675813
