0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.477709773741015198e-01,1.554120064758391040e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280273038195446134e-04
-2.643267155089256804e+00,4.027976274281503066e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.324218972605766820e-01,3.100472429422767018e-01,-2.647982770775212519e-02,9.823160689505737453e-02,-5.477709773741015198e-01,1.554120064758391040e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.802235540002584457e-04
-4.441880464704468956e+00,-2.153532307334557749e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.350698800313518966e-01,3.198704036317824295e-01,-2.647982770775212519e-02,9.823160689505737453e-02,-3.481427291506106747e-01,2.677415367985178651e-01,-1.033794517881031216e-01,6.772931239583507290e-02,-5.477709773741015198e-01,1.554120064758391040e+00,1.199999999999999956e+00,0.000000000000000000e+00,1.200000047683715820e+00,-2.802235540002584457e-04
5.353699918126849644e-01,2.644788951107055031e+00,3.700999930903029700e+00,-5.726423332138987988e-04,-3.584806743294209896e-01,2.745144680381013669e-01,-1.033794517881031216e-01,6.772931239583507290e-02,-2.142137387088650091e-01,5.079504293684602434e-01,1.494514441042768815e-01,1.572323413769207423e-01,-3.567309378384018737e-01,1.554160088958592478e+00,3.600000000000000089e+00,3.000000000000000062e-03,3.599999904632568359e+00,1.547263818792998791e-04
-5.504402514675796332e-02,-7.157565649926386220e-01,5.890998739782993709e+00,3.524323767345260462e-03,-1.992685942984373237e-01,5.236736635061522982e-01,1.494514441042768815e-01,1.572323413769207423e-01,-8.943400956443692262e-03,3.832059436640753436e-01,5.042585612586861776e-01,8.992174509201798782e-02,1.190152165505309473e-01,1.554310650087517676e+00,5.714999999999999858e+00,1.000000000000000021e-02,5.715000152587890625e+00,-5.982556613162159920e-04
1.771309375438899325e+00,3.367876725428758933e-01,5.436913328107746857e+00,3.066372694932453097e-02,4.148245516942492689e-02,3.921981181732771549e-01,5.042585612586861776e-01,8.992174509201798782e-02,3.171957890277488645e-01,3.830415662733236415e-01,8.660440545354435304e-01,8.277034669047164672e-02,7.524151802805957301e-01,1.557259412656471165e+00,5.350999999999999979e+00,3.899999999999999994e-02,5.350999832153320312e+00,-5.639854818582534790e-03
1.964475989446215376e+00,5.158468616110572391e+00,5.501786997235905474e+00,1.155268104214347141e-01,4.038001944812932287e-01,3.913186009423708089e-01,8.660440545354435304e-01,8.277034669047164672e-02,6.802662724110539738e-01,9.431437072897125296e-01,1.207441743033990766e+00,2.982600929035870707e-01,1.373497485639428861e+00,1.569395674091598192e+00,5.440999999999999837e+00,1.300000000000000044e-01,5.442999839782714844e+00,-2.099496684968471527e-02
8.993560071538285738e-01,4.415469842584867521e+00,5.428536775405297554e+00,2.201781811028843683e-01,8.010104467144530949e-01,9.729697165800712533e-01,1.207441743033990766e+00,2.982600929035870707e-01,9.884858157791974742e-01,1.373437226615591200e+00,1.464543799604971275e+00,4.460421702284604883e-01,1.904434680466248864e+00,1.588974195512528054e+00,5.570000000000000284e+00,2.399999999999999911e-01,5.574999809265136719e+00,-4.053717851638793945e-02
8.993560071538285738e-01,4.415469842584867521e+00,5.488882124959254760e+00,2.796193192115799531e-01,1.134940195739694513e+00,1.418041443638437205e+00,1.464543799604971275e+00,4.460421702284604883e-01,1.301781367190751881e+00,1.765807235225190563e+00,1.691792973414477874e+00,5.673770057462589333e-01,1.904434680466248864e+00,1.588974195512528054e+00,5.466999999999999638e+00,2.760000000000000231e-01,5.473999977111816406e+00,-5.089885368943214417e-02
-1.753804684615804521e-01,1.090158878656958708e+00,5.484553768361778658e+00,2.444738203286951628e-01,1.470960664532199758e+00,1.822544935799816468e+00,1.691792973414477874e+00,5.673770057462589333e-01,1.542511331414478271e+00,1.720117868527534455e+00,1.838045972873644907e+00,5.160936343915640823e-01,2.534279346281355316e+00,1.619980870943273032e+00,5.557000000000000384e+00,2.500000000000000000e-01,5.561999797821044922e+00,-4.454548284411430359e-02
