agent_id,generation_number,fitness,p_11,p_22,p_33,p_44,q_11,q_22,q_33,q_44,r_11,r_22,r_33,r_44,shift,scale,P
1,1,1.4098546932479832,0.240226112011603,0.24251393431773088,0.23846682276942807,0.47428574059723,0.010287967391731895,0.01580097467763437,0.012076476008734774,0.017174870871134694,0.017725066471972778,0.005,0.007906116879670558,0.016790384675202635,0.5046187505164301,4.995136450242238,0.28584831570633984
2,1,1.2576884140746685,0.2405541158497649,0.2790038093517067,0.2571015050988985,0.525067681248965,0.014352318506207471,0.019291314099551163,0.005,0.014877207958327206,0.01701375201643191,0.016869985872793727,0.013228393558887311,0.015735538931829204,0.5122484454675355,5.015133662826704,0.31454033865079173
3,1,1.563207824312913,0.24054636690615952,0.25527658233341727,0.25660583765055217,0.5198853567859076,0.011736282305830702,0.005,0.008824335137475046,0.005,0.00724577816435139,0.005516395313385604,0.005,0.026666131896105248,0.5044969173105803,4.99953978780174,0.2835398910883356
4,2,1.2535656753917113,0.23844196468999648,0.2790038093517067,0.23846682276942807,0.525067681248965,0.010287967391731895,0.01580097467763437,0.012076476008734774,0.017174870871134694,0.01701375201643191,0.016869985872793727,0.007906116879670558,0.015735538931829204,0.5122484454675355,4.995136450242238,0.31454033865079173
5,2,1.3895380747424775,0.240226112011603,0.24251393431773088,0.2571015050988985,0.525067681248965,0.010287967391731895,0.019291314099551163,0.005,0.017174870871134694,0.01701375201643191,0.005,0.013228393558887311,0.015735538931829204,0.5122484454675355,5.015133662826704,0.32570663534101424
6,2,1.6085878982110682,0.2405541158497649,0.2790038093517067,0.2571015050988985,0.525067681248965,0.014352318506207471,0.019291314099551163,0.005,0.014877207958327206,0.01701375201643191,0.016869985872793727,0.013228393558887311,0.015735538931829204,0.5122484454675355,5.015133662826704,0.31869031989899643
7,3,1.2209931936202136,0.2405541158497649,0.2790038093517067,0.2571015050988985,0.5219105470529212,0.014352318506207471,0.01580097467763437,0.005,0.017174870871134694,0.01701375201643191,0.016869985872793727,0.013228393558887311,0.015735538931829204,0.5122484454675355,4.995136450242238,0.31869031989899643
8,3,1.2968829703306026,0.2405541158497649,0.292138992703993,0.2571015050988985,0.525067681248965,0.014352318506207471,0.019291314099551163,0.005,0.014877207958327206,0.01701375201643191,0.016869985872793727,0.013228393558887311,0.015735538931829204,0.5122484454675355,5.015133662826704,0.31869031989899643
9,3,1.2855194585248333,0.23844196468999648,0.28442573490480483,0.2571015050988985,0.525067681248965,0.010287967391731895,0.019291314099551163,0.012076476008734774,0.017174870871134694,0.01701375201643191,0.005,0.007906116879670558,0.015735538931829204,0.5122484454675355,4.995136450242238,0.31454033865079173
